arquivo	proveniencia	sha256_integracao	presente_inventario_base
admin/src/lib/sentry-runtime.ts	Socrates;admin275;fonte_congelada_integral	371b72209e344958175baf1dd83392661c6664bb6c5424779e0b385f93762509	true
admin/src/lib/seo-dynamic-og-image.ts	Goodall;configuracoesSEO;integral_inicial	6c6867b432ac81597a297ed27c14a45a1d8f9d7fc55064eb07e28c8c7fa8d99d	true
admin/src/lib/session-rejection.ts	parent;342;parcial_concluida_integral	c36d62bd5894d9cde1af4cb84de212aa87d3bc44c697c533ae2e158102c28de4	true
admin/src/lib/shared-helpers.test.mjs	principal;integral | principal;integracao;integral | Euclid;denuncias;integral | parent;344;fonte_integral_e_diff_final	f816a36384ef5ac03eae4da7a0404405d44ff2cba0452cdb9dcab6933877ca10	true
admin/src/lib/storage.ts	parent;342;parcial_concluida_integral	8570be1bb0ee62ae535378cc546f8fa20720a59d06bd1ea67604556e7c059d4a	true
admin/src/lib/utils.ts	Socrates;admin275;fonte_congelada_integral	b2179073a79ec11767b731747e283e3e92cb6f409fe9968a224f6949d1331517	true
admin/src/lib/visual-tokens.ts	Socrates;admin275;fonte_congelada_integral	ecbba59f28a50fc27a8005717ae15ee8e285fe078f4b8f14f4e9759eb8f32841	true
admin/src/lib/world-country-map.ts	Socrates;admin275;fonte_congelada_integral	93590433948d7ecca7829a1f9063ed5c92fdb89dad37ae9151806862e18a0237	true
admin/src/providers/query/index.tsx	Goodall;configuracoesSEO;integral_inicial	0855dfd8d4ac7e5fb29c5d56973d1adfce67b73ae14dd52e3a364e029472347f	true
admin/src/proxy.ts	Socrates;admin275;fonte_congelada_integral	40fba1675cb2e2bc026d7595ebea6255746dcee1e408200bec2627e8e4d63904	true
admin/src/sentry.edge.config.ts	Socrates;admin275;fonte_congelada_integral	0544d58aa538e570f94be03b319f3fe3c57c11b42315f61a1f88d3802f868c83	true
admin/src/sentry.server.config.ts	Socrates;admin275;fonte_congelada_integral	0544d58aa538e570f94be03b319f3fe3c57c11b42315f61a1f88d3802f868c83	true
admin/tsconfig.json	Euclid;denuncias;integral	b9cb328ea433b25c54c8649aed5ef3e1d9874110789c6453d1b96181e5695740	true
adrs/0003-gateway-pagamento-mercado-pago.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	f9507a73435056b50bf393c21be4493a76026f9dab34fa73f30f0d8c44b5df51	true
adrs/0012-cadastro-paciente-role-profile.md	Planck;legal340;integral	0495f0ed59ef3c76d5a08927d957c4d8593230fd9e7bcb59e1f96f2ebf917118	true
adrs/0014-cadastro-inicial-psicologo-profile.md	Planck;legal340;integral	ccc718daf55ba037f99db8fa397e46bee22507ba7f9a9ef056cca40029908eb1	true
adrs/0101-captura-localizacao-ip-analytics.md	Planck;legal340;integral	d6ea046af9553419f22fdd317ad1fabe629cc4bad937528f81b627ddbc6c77e2	true
adrs/0145-edicao-post-publicado.md	Tesla;concorrencia;integral	263180188d44d46f76b1eb66d3f92967958a03617d40336c3ddc0ef6f2c8921a	true
adrs/0169-autoria-notificacoes-profissionais.md	Tesla;notificacoes;integral	d65749c2a208e0c5612d437ace64111d873720d16eef8cb155f737a19c8265d2	true
adrs/0172-bloqueio-checkout-mercado-pago-credenciais.md	Tesla;financeiro330;integral_inicial	c7dcea23288a290241e763d65ad4bc76b1825cb16870e4f466e5aeda13836542	true
adrs/0173-checkout-assinatura-mercado-pago-preapproval.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	ca04c2b9b4b81a76f8a9541bfa1aa648375e648dbccb0ef99b2d1263f85d0859	true
adrs/0174-gestao-assinatura-cartao-mercado-pago.md	Tesla;financeiro330;integral_inicial	7b6eb2089b76124a9f628554787bcc4208e2f2389b4e970938499e0f53b6e560	true
adrs/0183-prioridade-plano-gratuito-billing.md	Tesla;financeiro330;integral_inicial	022436d1af07ee6ab79074a6dafc10846fcb3d2058e9f46541baacc1acb96286	true
adrs/0194-autoacoes-profissional-fora-de-analytics-notificacoes.md	Tesla;notificacoes;integral	43104d64c1e80fc1540e248ff7b75158288a6cf27702ef14fbd5a5daf60252c8	true
adrs/0195-autoacoes-paciente-posts-sem-notificacoes.md	Tesla;notificacoes;integral	665ed239ff72b9b1e2a049047c5c74972497d8346861afca3eac3dcab486fda2	true
adrs/0198-endereco-billing-sincroniza-perfil-psicologo.md	Tesla;financeiro330;integral_inicial	60056b06c9c51bf4a481f7617901ef8094443766ec024582e601c5e95a23cbb9	true
adrs/0200-checkout-ativo-redireciona-endereco.md	Tesla;financeiro330;integral_inicial	d31fe802271ba4b7044028c0651b50d7994614fbeadde1987b3536bb8b094c20	true
adrs/0204-upgrade-direto-checkout-profissional.md	Tesla;financeiro330;integral_inicial	0bc0087a365d4842a4f453d253cbb1a46ad8c609671a10c3e10449ab24d6a544	true
adrs/0209-historico-pagamentos-billing-real.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	d766b07dbd74dbce5efe85c36f544e8ae81a0513fdb16381fffbd632a4c00354	true
adrs/0213-billing-cortesia-sem-cobranca-cartao.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	183f9d40027198d0c0c99200b421ced58a5d1724bf0aa01791b0fc03caaa136e	true
adrs/0214-billing-cortesia-cta-cartao-futuro.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	b0d7280f238544eb34d5cf9a5e4a4fe40d7989bdc821b76dc3ea5ed092023823	true
adrs/0242-admin-financeiro-receita-mrr-exportacao.md	Tesla;financeiro330;integral_inicial	8cf5b78ef649edb282471f5afcbc0bc3801bcef7fe1664e3688c6c9193b3b6ec	true
adrs/0309-admin-assinaturas-saude-pagamento.md	Tesla;financeiro330;integral_inicial	6ee0e241ed7f34400dbd43333f0a72f8a09a2563852deecc6d2fbdc05d39bf8f	true
adrs/0416-homologacao-mercado-pago-card-payment-brick.md	Tesla;financeiro330;integral_inicial	75c2f36a9b85010410c1666b36f7a19e4b54cfaa555eda1dfd4b35cee171b909	true
adrs/0417-restauracao-sandbox-mercado-pago-conta-vendedora-teste.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	ac9ec00e71b826b9b114d295e0d256c87218a2216ff8ba1c9215b14c0bc8e38c	true
adrs/0421-guardrails-finais-auditoria-integral.md	Socrates;migrations341;integral	384f935c3bc0731393f48eac4b8698ee6ba69ffeeedfdc768abd6ed4e2e19733	true
adrs/0422-categorias-especialidades-setup-perfil.md	Socrates;migrations341;integral	6205fa643ba5388441193e3b5729449c49481e7b95b7cbe49e786630af577290	true
adrs/0425-sincronizacao-local-assinatura-mercado-pago.md	Tesla;financeiro330;integral_inicial	68506c3d687112aa83ff2b7f8b30d23aa53494bef4e635d9cf048545e8940f3d	true
adrs/0428-retry-payer-email-sandbox-mercado-pago.md	Tesla;financeiro330;integral_inicial	77aee987a824efecf2b5a829451b52be9e3cfa5fa979777fefcaaedf72a4edf2	true
adrs/0429-consulta-assinatura-mercado-pago-sem-scope-stage.md	Tesla;financeiro330;integral_inicial	e05f5ba9439995b14b5fe683c99c330664598b97050c1d53bd4aac7474103c16	true
adrs/0430-checkout-mercado-pago-sandbox-com-tunnel-sem-fallback.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	845b7f332c0f9933d3c84755fb04fef06c85d9d2019cd50612adc788b3cb9064	true
adrs/0433-reconciliacao-assinatura-mercado-pago-webhook-e-entitlement.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	9e17a5859f116f580594a6d34c16fe4f31b99a92d42c54c6948bc0a2dc21e2f8	true
adrs/0440-bloqueio-publicacao-paginas-legais.md	Planck;legal340;integral	d86254edb6ef8c23b5f0f6e61bfc7c9d1b24d23b6ab1dd1e30690254ce19b9eb	true
adrs/0446-sanitizacao-aliases-resposta-billing.md	Tesla;financeiro330;integral_inicial	08d343867e7e0128fdf8d11f7e91d5a5961746ce201f4e3873fe47caec334714	true
adrs/0452-upload-multipart-midia-respostas.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	576916f0d6f2f50db3565c861b4a66c1576c8ffb56ed60308538cc5e68dece8c	true
adrs/0454-csp-mercado-pago-cardpayment-checkout.md	Tesla;financeiro330;integral_inicial	889ff976d3e629b99678434c60bbdfee0e7315c7d4eba86daec70287406538d6	true
adrs/0456-mensagens-publicas-recusa-cartao-mercado-pago.md	Tesla;checkout;integral_inicial | Tesla;financeiro330;integral_inicial	96e486c104504f6ef567cb13c7f566a2edcd1c8dbcb65ba48019f13cc66b0146	true
adrs/0458-cancelamento-admin-assinatura-mercado-pago.md	Tesla;financeiro330;integral_inicial	6eb17c8ccf65827952641351cc85fe8d7b58b45cf5521823102aaad3f8ffc7c0	true
adrs/0463-upload-multipart-video-apresentacao.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	34f9e63375b6f073f5a2f5739784bd87e2339b3add57a04730d7c31886de646d	true
adrs/0478-cloudflare-stream-plano-de-dados-privado.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	a501668f8d49c42fee8e09eece291714a557b3a40e9426330270735a7dbd8e1f	true
adrs/0480-migracao-segura-videos-r2-cloudflare-stream.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	b690abe39eada64bdacbe0ef4dae1706e6fa405dc96214c01c34b6e5de77b527	true
adrs/0481-origem-extensionless-migracao-r2-stream.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	b59bfe418a7ccd21af4b1c15849caff32f1c082732a5cfa8c3f93743ef8cae72	true
adrs/0483-playback-publico-assinado-cloudflare-stream.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	131eb57c7a98524b4fe76610eee4087088597528b255e604b68713ab2e4731d1	true
adrs/0487-troca-video-apresentacao-fallback-provisao-stream.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	7e08efd60c418f09d5d0013da994bbe72c2d3d495eecc9f7b6ee9a9d9c1c393f	true
adrs/0489-upload-video-posts-respostas-fallback-provisao-stream.md	Tesla;uploads_estados;integral_inicial | Tesla;consumidores_midia;integral_inicial	e2e8c9909989ea1f684547cd27c0f1188bd95afccff5b73ba5b19720e9057f3a	true
backend/.dockerignore	Lagrange;estado_posts;integral	1320d4f988e2f5428bcd2e47d7896cdf43bcf3ccd97b2db43bf43c518b1399f9	true
backend/.env.example	parent;config342;example_integral_sem_truncamento;nao_env_real	e83f4fafe1c3fbbcc384282ac883e72a702a7cda8c6d3fe850f99db7f8628788	true
backend/.gitignore	parent;config342;conteudo_integral_sem_truncamento;sem_executar_builder	4e5eeee13a32a7e9815d20a8f260343ac755b255c4757177bf40d871ca01b682	true
backend/.vscode/settings.json	parent;config342;conteudo_integral_sem_truncamento;sem_executar_builder	cefe96412171217eea0e228705ada1df98d46451cda9f77074cd657b7996d5f8	true
backend/Dockerfile	Tesla;concorrencia;integral | principal;integracao;integral | Lagrange;estado_posts;integral | principal;duracao330;integral	1dfd1c3db486e1333859d02ba3bda47cf6b00dfe4e16bb2bfb4692855fe72291	true
backend/biome.json	Lagrange;estado_posts;integral | Lagrange;perfil328;integral	b18d9e3b34ea13858684e4638be0df6f2b1ccea34b1df0d2f4273bae6d56efdf	true
backend/package.json	Tesla;concorrencia;integral | Tesla;vocabulario337;integral_dos_ranges | principal;video_votos339;integral_original_e_diff_bump339	f11bad7d4b899344de3828da980df4607a479cd1b9e66a2394a040b1b4c4954a	true
backend/pnpm-workspace.yaml	parent;config342;conteudo_integral_sem_truncamento;sem_executar_builder	b0d24cc264e81e77a13a17418e148de4ee8cf1e7f8832d59fd31b7595629725c	true
backend/prisma.config.ts	Tesla;concorrencia;integral | principal;duracao330;integral	3182888f9d8533b5efaca15386e2a52763a99b99104a5d55ef79f644d5eb5b9d	true
backend/prisma/migrations/20260602183000_init_users/migration.sql	Socrates;migrations341;integral	6fb7d7249db964c372a3e3437e6ba168505403217b2c0c3782e8fb06f75a2ca5	true
backend/prisma/migrations/20260602200000_auth_user_support/migration.sql	Socrates;migrations341;integral	532c8dbfdeb3b838c76868fcf1df89baa33ba3c76e60821d85959850b1dcbe38	true
backend/prisma/migrations/20260603003409/migration.sql	Socrates;migrations341;integral	22f81ca15544dd0d5434775a582b90f576a3dd44516e0f7dae19269032e57dc4	true
backend/prisma/migrations/20260603214655_notifications/migration.sql	Socrates;migrations341;integral	73c8eaa42a9b96ea88f9faf9085ebc5cc87f125ce9b89bf5905b41ef60e39c80	true
backend/prisma/migrations/20260603220000_notification_preferences/migration.sql	Socrates;migrations341;integral	7f96ff25a177c9db0ec6767f8b932c7bda9a8de84ee869057231540360ba5e9c	true
backend/prisma/migrations/20260603223145_remove_modal_from_notify/migration.sql	Socrates;migrations341;integral	42ed411280019064476edffcf4c7486d22fb310275c30d4d8608162fb8cb1621	true
backend/prisma/migrations/20260604100000_add_user_role/migration.sql	Socrates;migrations341;integral	2e73b66c0b79995aabefebf8ec9973bf117b36ed93210d3c4b1942c1b1c04ce4	true
backend/prisma/migrations/20260604223000_add_patient_profile/migration.sql	Socrates;migrations341;integral	c605ad15f381897aebbf36329fe60f5e8e9a1599a2bb9ffb4a144d4142342f2c	true
backend/prisma/migrations/20260605001000_add_patient_profile_gender/migration.sql	Socrates;migrations341;integral	a21ed792a57776437e2827bd49b2c568fb1d3aaf907df87707c4e3e23ff3d1ac	true
backend/prisma/migrations/20260605090000_add_psychologist_profile/migration.sql	Socrates;migrations341;integral	7eb708cd9ec1d4000f372a9b4a111aa10a8c7a3c529df178a734225dac052c03	true
backend/prisma/migrations/20260605120000_add_subscription_plans/migration.sql	Socrates;migrations341;integral	af6386494d6df42b40b56219e5f345f5e7e603bc2106cdf3c672c74a5482ac8e	true
backend/prisma/migrations/20260606112905_add_directory_taxonomies/migration.sql	Socrates;migrations341;integral	ea426805c8367a97be6e17a04c7723da7f2fdd62b7f5794341c7819d5121b18e	true
backend/prisma/migrations/20260606131741_add_psychologist_favorites/migration.sql	Socrates;migrations341;integral	350b99862ef984ff741c9ca8cb53473fe499e2734329e89924659761d0465d81	true
backend/prisma/migrations/20260606151816_add_public_profile_posts_reviews/migration.sql	Socrates;migrations341;integral	fb2bf34451b4b4385d66ffdf17f6c3dd25abd33eaf405c9a0835df85bca055da	true
backend/prisma/migrations/20260606160655_add_contact_requests/migration.sql	Socrates;migrations341;integral	f7780031835aeef876e39a3e49a7401e4be424763e53dd7d399a352894d5d9a1	true
backend/prisma/migrations/20260606223155_add_professional_registry_check/migration.sql	Socrates;migrations341;integral	3f77ac6924b238343a526e86adef6b1e357a5964cd8781461d27abfdab217df0	true
backend/prisma/migrations/20260607022228_add_phone_verifications/migration.sql	Socrates;migrations341;integral	11a50fe0d143e7e221008ab479b2d758d634e821a691b9d12d3d69dfbcddd94f	true
backend/prisma/migrations/20260607233802_add_free_profile_details/migration.sql	Socrates;migrations341;integral	04dff959b4e0a6c229096dc5611f8d94c56b5c0570789f2f13e3220df68a614f	true
backend/prisma/migrations/20260608010043_add_free_profile_media_religion/migration.sql	Socrates;migrations341;integral	dbdfd3946a7582e59e1b7962d76a28f5308310e1afa17d546a186230caae6dfa	true
backend/prisma/migrations/20260608181526_add_admin_subscription_grants/migration.sql	Socrates;migrations341;integral	383df7b52794287db6e0e410fb8c910c4ee217bb7651114e16fbe27ada0af2dd	true
backend/prisma/migrations/20260608201748_add_crp_registration_date_for_experience/migration.sql	Socrates;migrations341;integral	fc68d1ce83d98a35565332170b8cc8a1edd5ce4193ed879722578f0f1029d8e7	true
backend/prisma/migrations/20260609034204_add_profile_video_cover_experience_tag/migration.sql	Socrates;migrations341;integral	c377be0d7b97ac1736ce9a9e6b61aea8b7b9af40ef33e97c5f734ea32b4f7e19	true
backend/prisma/migrations/20260611000000_add_missing_approach_catalog_options/migration.sql	Socrates;migrations341;integral	6974aea84289acb1e627fe33fd879d684093f8290144900eaf7436db08b037b6	true
backend/prisma/migrations/20260611100000_fix_logoterapia_case/migration.sql	Socrates;migrations341;integral	b99bfabb537acbec8c8b635b0e11fd350a79cdda6e2a2a6c47f0ecd8627dd1ef	true
backend/prisma/migrations/20260611120000_add_services_catalog_options/migration.sql	Socrates;migrations341;integral	543fb505d976ff9f10ed770192c75609ef49d30097b69bb52c6fc0a698f608a1	true
backend/prisma/migrations/20260611130000_add_more_service_catalog_options/migration.sql	Socrates;migrations341;integral	7537b02dc275863b12ccba84359f35430df3638d621d9ca37ec878cb3ecd59dc	true
backend/prisma/migrations/20260611140000_add_specialty_catalog_options/migration.sql	Socrates;migrations341;integral	cccb6a6e8947da5e5c4fd2e452fb018b391e3fa9d22da9e624d03928f9b5d8cd	true
backend/prisma/migrations/20260611150000_rename_orientacao_vocacional_service_to_profissional/migration.sql	Socrates;migrations341;integral	e974f55fcafa62be3e27a26886b10c8886a1d389f54adc6bc7037ffd47f04ea6	true
backend/prisma/migrations/20260611160000_update_specialty_taxonomy_categories/migration.sql	Socrates;migrations341;integral	feb21ef4dfa244d62deddc11e2987fc30bd950ab0c0f575b2db5db135bf66756	true
backend/prisma/migrations/20260611170000_reactivate_specialty_catalog_items_for_profile_filters/migration.sql	Socrates;migrations341;integral	7cfca30465d02af7018c955f17e4a8bd5cc08b75051ee560c421cebe4f111ebf	true
backend/prisma/migrations/20260612112000_add_psychologist_profile_cover_image/migration.sql	Socrates;migrations341;integral	12ca20a4496bb447c40c7796625b04d86dc90a96dc5c2230a09209e4b6f6c71c	true
backend/prisma/migrations/20260612233414_add_community_suggestions/migration.sql	Socrates;migrations341;integral	619e0f23cd74476a7da2e0c3fab642766cde0592aa9e620aee048f56ff4579d1	true
backend/prisma/migrations/20260613001000_enable_free_profile_video/migration.sql	Socrates;migrations341;integral	88973cdd7da5fae6c3aebd27d6d534ca7728364c142181c1c6bef57f441051cd	true
backend/prisma/migrations/20260613003000_add_initial_community_catalog/migration.sql	Socrates;migrations341;integral	9584997441274c4bc9319449452324f49eb6194dbd2528e993eee88f0e7b6915	true
backend/prisma/migrations/20260613022844_add_post_replies/migration.sql	Socrates;migrations341;integral	dc4f0ef9b714b3a66b4bd2c951e4aa9691ac6a92f4df25ca981287aab6c47d11	true
backend/prisma/migrations/20260613030444_add_community_post_anonymous/migration.sql	Socrates;migrations341;integral	9a53ce0fa8cb4e47f7bb0359edc324c2c05b59fce02a3d40bd37fe3cb5363134	true
backend/prisma/migrations/20260613055708_add_community_membership/migration.sql	Socrates;migrations341;integral	7dc863ea1fc4f83ca9943899595a2058bf09e899cb1020bd4bdd766d47697bef	true
backend/prisma/migrations/20260613061929_add_post_reply_media/migration.sql	Socrates;migrations341;integral	a0ac60fa1a6224c1c4b006fdfddb1e42a7be99bbaecc3569601a255afe993d17	true
backend/prisma/migrations/20260613063757_add_post_votes_saves/migration.sql	Socrates;migrations341;integral	286c48c5fdea513fffe15112d36065db323a6d0db1d0e19d916f1fa694083fd3	true
backend/prisma/migrations/20260614024401_add_post_reply_saves/migration.sql	Socrates;migrations341;integral	27e6f3cfcb7780cb4d3ce6e5aa82cf2039453af28899275e28e53dccac075a24	true
backend/prisma/migrations/20260614143000_add_terapia_individual_service/migration.sql	Socrates;migrations341;integral	c88bf27a9a871edb87102cc539f4cb34eb0002a737871d5376416f1d9f12aef9	true
backend/prisma/migrations/20260615033515_add_community_visual_identity/migration.sql	Socrates;migrations341;integral	008e7e170716a5c6978720a64861422ded9fd641ea761d8f4131b62c4357d622	true
backend/prisma/migrations/20260615050831_add_post_reports/migration.sql	Socrates;migrations341;integral	81a6c9be9489fd46b8b70ba3b9c5047b0a109468b8cdb0254d107ad09831e700	true
backend/prisma/migrations/20260615193000_add_visitor_locations/migration.sql	Socrates;migrations341;integral	0c0095b03117b81f9582b1331279af5c651a0de81e1c4a1ea323b0c521b8ce32	true
backend/prisma/migrations/20260616022204_add_reply_reports/migration.sql	Socrates;migrations341;integral	a7f07947ddef4ac487837576fc891e74016b39ef194507bb8910af1aeee7e1a8	true
backend/prisma/migrations/20260616181443_add_user_onboarding_tips/migration.sql	Socrates;migrations341;integral	8d3f414520b8eb58cb650465a0af1463d06b2abc43d4345d0347939649def501	true
backend/prisma/migrations/20260618183519_add_profile_video_watch_sessions/migration.sql	Socrates;migrations341;integral	5ccbb2377fe8953504c3d4577a195fcf0415818d570c32e3adc6a21cbcaf22db	true
backend/prisma/migrations/20260618192539_add_profile_video_retention_buckets/migration.sql	Socrates;migrations341;integral	dae1e8eb352066da7602190e17a065fca19566311b9d703f45dbedb302f9b6e9	true
backend/prisma/migrations/20260620191150_add_post_notification_mutes/migration.sql	Socrates;migrations341;integral	032de4955a50210dcadc6d1adaf332d4d70d64923ba2e72978e592dd09f2f1dd	true
backend/prisma/migrations/20260621185539_add_community_post_media/migration.sql	Socrates;migrations341;integral	5e352ed5ebf1cad889838c5aa4bcfa7af5e43526314a90ffff6ad0187b622a09	true
backend/prisma/migrations/20260621195921_add_community_post_edited_at/migration.sql	Socrates;migrations341;integral	c1d6435f21d7e5fc5edff9fe1b08efae61bbc66c03fdf6c96334a692eb2d737a	true
backend/prisma/migrations/20260622013737_add_post_reply_edited_at/migration.sql	Socrates;migrations341;integral	6e7b53cc2c3bba8a0c75cca43655ea6830c99462a1892bc15612e91c3182b350	true
backend/prisma/migrations/20260622210218_add_community_post_media_carousel/migration.sql	Socrates;migrations341;integral	24cd6d68af4e753bcb26c4b8b0f56c78171181a9248b2cf15de42931eb4f8c3c	true
backend/prisma/migrations/20260622223000_add_post_reply_downvotes_count/migration.sql	Socrates;migrations341;integral	d24c8abcc7bc68df682dd03c837b9245da0ef233800e285614d7916dfba16df0	true
backend/prisma/migrations/20260625143000_update_community_catalog_depressao_tdah/migration.sql	Socrates;migrations341;integral	c8dec65d1afd77d711839c43df7103657204206b80ba6b3a0ec6e52fa337244d	true
backend/prisma/migrations/20260627233217_task32_billing_checkout/migration.sql	Socrates;migrations341;integral	b8942de189083a6cc0b46491c26455aa4a2278b5db4649497da0ae33ae59b598	true
backend/prisma/migrations/20260628024244_task33_payment_method/migration.sql	Socrates;migrations341;integral	8af18268aefd194c33f978b9097673d64c73a91beff08ab3799b43e7774c3602	true
backend/prisma/migrations/20260629001235_task32_mercado_pago_preapproval_plan/migration.sql	Socrates;migrations341;integral	ae9c8fe541561f09a47677621495daf458c8c984ffb22cb20fe5c4125c01944d	true
backend/prisma/migrations/20260629024029_add_psychologist_onboarding_tips/migration.sql	Socrates;migrations341;integral	78eac5492168aebf12a68adaf962492514bee26f8e0fd0c1658562502afb65b9	true
backend/prisma/migrations/20260629041000_add_psychologist_role_onboarding_tips/migration.sql	Socrates;migrations341;integral	fe41317e54e861548dc0dd5079253d54780b0d3f07b50d2ceaea024568a847ef	true
backend/prisma/migrations/20260629120000_prepare_post_reports_admin_intake/migration.sql	Socrates;migrations341;integral	4a300c76a94ea8ec3c468bf001920c8e0373e5414a18b4d38cfa3dd950b36630	true
backend/prisma/migrations/20260630000554_add_profile_view_post_share_events/migration.sql	Socrates;migrations341;integral	9f28d77653b78989cf72ecbb08ba25b393dfa08f3a1adb7d8d959e3b64cdd828	true
backend/prisma/migrations/20260630133045_add_organizational_work_psychology_service/migration.sql	Socrates;migrations341;integral	10eafb7649e1b5c37dd47c2570bafe5e8f59e5b430f3fd532ab881eb2e384549	true
backend/prisma/migrations/20260701120000_rename_community_catalog/migration.sql	Socrates;migrations341;integral	408a64e81dc571c6b360ad36d55e19062e67edbca2a90e55ba75bceb348d2844	true
backend/prisma/migrations/20260707010000_add_psychologist_birthdate/migration.sql	Socrates;migrations341;integral	ae5de3e9923ae8b2387e6056dd67e701a56c76caf24010a14bb2236469d2ac90	true
backend/prisma/migrations/20260709020021_add_admin_auth/migration.sql	Socrates;migrations341;integral	3a078da1ca66fac1bc57fc501ba2d07c4d8e1e2709b02a7f26fb567589d5c49c	true
backend/prisma/migrations/20260709122232_add_visitor_sessions/migration.sql	Socrates;migrations341;integral	55689bc696c7b735706b47906537f733a67dde700320b0264ee09e2230d788bb	true
backend/prisma/migrations/20260709152638_add_page_view_tracking/migration.sql	Socrates;migrations341;integral	60c26e2e2251511d6e8b5db7b45d4d496e0d1450082cea6187ca454b0e98bb5c	true
backend/prisma/migrations/20260709203000_add_community_rules_admin/migration.sql	Socrates;migrations341;integral	1990588f0560f1e421e616db105c181a141853bff900d9db25be4e3a16a18106	true
backend/prisma/migrations/20260710140831_add_admin_notification_campaigns/migration.sql	Socrates;migrations341;integral	baf3708148964b99f452ee95ded4e9719e14d9f074be2104c4c4a8a8ba6f9591	true
backend/prisma/migrations/20260710170000_admin_catalog_settings/migration.sql	Socrates;migrations341;integral	fd3add9ebbfb2a585fd89bac3107afe499edc7ec1f2329faec56254356d8b4da	true
backend/prisma/migrations/20260711185437_task67_admin_activity_logs/migration.sql	Socrates;migrations341;integral	b053210cf53da667e0f668f8b869188c5e471e0efe6aa94b511ee77dedc9971a	true
backend/prisma/migrations/20260712120000_add_psychologist_professional_name_parts/migration.sql	Socrates;migrations341;integral	1f0b4a2e89ea22cd8787069a4ab1b1eeb8b8476933ba378a19a2d7f5044e7f3a	true
backend/prisma/migrations/20260712203000_backfill_community_members_from_activity/migration.sql	Socrates;migrations341;integral	54a7015cd63673001ee81d240057862dbcf529fc922cd3be210f37dff82a9b8c	true
backend/prisma/migrations/20260714164500_add_user_account_status/migration.sql	Socrates;migrations341;integral	a6612a1de2709e781d6c6eba422b2290f661d0b05f2165149ff57b87d2e532b2	true
backend/prisma/migrations/20260714172000_add_user_account_status_expires_at/migration.sql	Socrates;migrations341;integral	6fdf2d86c251b3355825737e868cde5676ef0d4a2bc3f8a87ff9d964804f5678	true
backend/prisma/migrations/20260715020539_add_content_moderation_events/migration.sql	Socrates;migrations341;integral	d3cf99e6ac63b84b3632fc4e5ee9e5c8669482abc4c119ef9a075d3156ed09b3	true
backend/prisma/migrations/20260715154500_repair_community_text_encoding/migration.sql	Socrates;migrations341;integral	5f2e99f7b0e567428c335096f64d9be7cc72ff713fc354c19cfd657da2fdcb2b	true
backend/prisma/migrations/20260716150139_community_active_status/migration.sql	Socrates;migrations341;integral	1e8dedf9b7ba4720b4397b4de0ec30cb35500fdad860d4a97fd8a072db724f23	true
backend/prisma/migrations/20260718174247_add_content_video_watch_session/migration.sql	Socrates;migrations341;integral	482bc71a52545224edbc02491794167623ea715af7093d1463a7f999b0c4a358	true
backend/prisma/migrations/20260721152000_add_demographic_filter_catalogs/migration.sql	Socrates;migrations341;integral	2498bb7287a0c4f66baa270d155793fdde744b9752d91cebf3c1ddfb99908914	true
backend/prisma/migrations/20260729225209_content_attention_sessions/migration.sql	Socrates;migrations341;integral	bfc5f6d7ba32669e6318d93e6d783e42ff3ed61334683d1e6a81db12b231739c	true
backend/prisma/migrations/20260731035008_add_search_result_position/migration.sql	Socrates;migrations341;integral	83613cd4c4355a29258612ece8a872482fe15edf9178f7d2c7cfa46ddfb357c8	true
backend/prisma/migrations/20260802181732_add_profile_search_context_path/migration.sql	Socrates;migrations341;integral	5024c99e94d1e7fa7f7d76d87dac984986ec06197410de96846e3503d3917d73	true
backend/prisma/migrations/20260803090000_update_professional_plan_price/migration.sql	Socrates;migrations341;integral	6734cd2f8b5f5e08ac375967f4859455619f6766a97a1798ef02e7e722bd0579	true
backend/prisma/migrations/20260803103000_add_site_seo_settings/migration.sql	Socrates;migrations341;integral	f617e57c1da6ca77cf50c5a9432564058e91a08ed63d36952d95a0d53061b3ef	true
backend/prisma/migrations/20260803173723_add_post_thumbnail_urls/migration.sql	Socrates;migrations341;integral	ddd69ea90a43dba620a19d6f4b46b9a1a1d7514b0be37202564ed26f5d660571	true
